step,nav_action,nav_action_name,action_vec_norm,free_energy,prediction_error,confidence,obs_norm,pos_before,pos_after,wrapped,beta,info_gain,text_preview,buffer_size_after,in_consolidation,delta_fe_consolidation
404,3,fast_backward,1.394409,0.000338,0.337892,0.917578,0.205664,128,0,1,0.472330,0.556730,Cognitive emergence,405,0,0.000000
405,1,backward,1.466214,0.000332,0.338030,0.917513,0.205664,0,0,0,0.471340,0.644049,Cognitive emergence,406,0,0.000000
406,1,backward,1.546028,0.000327,0.338152,0.917770,0.205664,0,0,0,0.470350,0.680421,Cognitive emergence,407,0,0.000000
407,4,stay,1.476654,0.000323,0.338256,0.917594,0.205664,0,0,0,0.469360,0.753467,Cognitive emergence,408,0,0.000000
408,1,backward,1.916853,0.000319,0.338345,0.917582,0.205664,0,0,0,0.468370,0.730849,Cognitive emergence,409,0,0.000000
409,0,forward,1.598304,0.000305,0.322493,0.917610,0.186413,0,128,0,0.467380,0.700215,er a free-energy-min,410,0,0.000000
410,1,backward,1.341234,0.000319,0.337602,0.917725,0.205664,128,0,1,0.466390,0.674688,Cognitive emergence,411,0,0.000000
411,3,fast_backward,1.576811,0.000316,0.337727,0.917682,0.205664,0,0,0,0.465400,0.981770,Cognitive emergence,412,0,0.000000
412,0,forward,1.350944,0.000306,0.321763,0.917512,0.186413,0,128,0,0.464410,0.652292,er a free-energy-min,413,0,0.000000
413,4,stay,2.003827,0.000304,0.321028,0.917444,0.186413,128,128,0,0.463420,0.854064,er a free-energy-min,414,0,0.000000
414,1,backward,1.533487,0.000320,0.336313,0.917678,0.205664,128,0,1,0.462430,0.700582,Cognitive emergence,415,0,0.000000
415,3,fast_backward,1.777536,0.000316,0.336526,0.917821,0.205664,0,0,0,0.461440,0.533980,Cognitive emergence,416,0,0.000000
416,1,backward,1.633681,0.000313,0.336716,0.917655,0.205664,0,0,0,0.460450,0.767045,Cognitive emergence,417,0,0.000000
417,4,stay,1.650983,0.000310,0.336883,0.917688,0.205664,0,0,0,0.459460,0.251018,Cognitive emergence,418,0,0.000000
418,0,forward,1.293566,0.000309,0.320694,0.917409,0.186413,0,128,0,0.458470,0.644479,er a free-energy-min,419,0,0.000000
419,4,stay,1.212105,0.000306,0.319972,0.917727,0.186413,128,128,0,0.457480,0.651060,er a free-energy-min,420,0,0.000000
420,1,backward,1.685045,0.000315,0.335513,0.917681,0.205664,128,0,1,0.456490,0.899661,Cognitive emergence,421,0,0.000000
421,3,fast_backward,1.613669,0.000312,0.335765,0.917586,0.205664,0,0,0,0.455500,0.924981,Cognitive emergence,422,0,0.000000
422,0,forward,1.380683,0.000307,0.319618,0.917608,0.186413,0,128,0,0.454510,0.235682,er a free-energy-min,423,0,0.000000
423,1,backward,1.871914,0.000313,0.335269,0.917632,0.205664,128,0,1,0.453520,0.863515,Cognitive emergence,424,0,0.000000
424,1,backward,1.502886,0.000310,0.335530,0.917822,0.205664,0,0,0,0.452530,0.489245,Cognitive emergence,425,0,0.000000
425,4,stay,1.661138,0.000307,0.335765,0.917790,0.205664,0,0,0,0.451540,0.643445,Cognitive emergence,426,0,0.000000
426,2,fast_forward,1.692461,0.000477,0.355925,0.917381,0.237833,0,512,0,0.450550,0.665357,"ree energy, which is",427,0,0.000000
427,4,stay,1.483648,0.000468,0.357578,0.917483,0.237833,512,512,0,0.449560,0.568056,"ree energy, which is",428,0,0.000000
428,3,fast_backward,1.177048,0.000298,0.339568,0.917622,0.205664,512,0,1,0.448570,0.659465,Cognitive emergence,429,0,0.000000
429,0,forward,1.077930,0.000313,0.322833,0.917359,0.186413,0,128,0,0.447580,0.553563,er a free-energy-min,430,0,0.000000
430,0,forward,1.642810,0.000302,0.318401,0.916931,0.195890,128,256,0,0.446590,0.600081,"ned embeddings, no t",431,0,0.000000
431,2,fast_forward,1.655856,0.000478,0.353771,0.917347,0.236386,256,768,0,0.445600,0.569655,"ext, free energy sho",432,0,0.000000
432,3,fast_backward,1.876663,0.000296,0.319423,0.916769,0.195890,768,256,1,0.444610,0.489036,"ned embeddings, no t",433,0,0.000000
433,4,stay,1.745775,0.000293,0.319000,0.916812,0.195890,256,256,0,0.443620,0.636371,"ned embeddings, no t",434,0,0.000000
434,4,stay,1.841576,0.000290,0.318653,0.916796,0.195890,256,256,0,0.442630,0.506853,"ned embeddings, no t",435,0,0.000000
435,2,fast_forward,1.546534,0.000475,0.354368,0.917185,0.236386,256,768,0,0.441640,0.268870,"ext, free energy sho",436,0,0.000000
436,0,forward,1.749668,0.000278,0.300283,0.917297,0.165020,768,896,0,0.440650,0.520605,d with an informatio,437,0,0.000000
437,2,fast_forward,1.408728,0.000306,0.332555,0.917510,0.200901,896,1408,0,0.439660,0.201687,tor using a random p,438,0,0.000000
438,0,forward,1.073865,0.000640,0.379927,0.917870,0.263143,1408,1536,0,0.438670,0.282790,text loop focuses o,439,0,0.000000
439,3,fast_backward,1.753346,0.000456,0.343296,0.917238,0.217769,1536,1024,1,0.437680,0.332006,ssages or re-read pa,440,0,0.000000
440,2,fast_forward,1.836182,0.000620,0.382061,0.917795,0.263143,1024,1536,0,0.436690,0.335371,text loop focuses o,441,0,0.000000
441,3,fast_backward,1.563853,0.000449,0.345742,0.917592,0.217769,1536,1024,1,0.435700,0.340802,ssages or re-read pa,442,0,0.000000
442,3,fast_backward,1.509165,0.000449,0.362573,0.917162,0.237833,1024,512,1,0.434710,0.313600,"ree energy, which is",443,0,0.000000
443,2,fast_forward,1.673230,0.000443,0.346619,0.917333,0.217769,512,1024,0,0.433720,0.406043,ssages or re-read pa,444,0,0.000000
444,3,fast_backward,1.671695,0.000443,0.363293,0.917242,0.237833,1024,512,1,0.432730,0.412149,"ree energy, which is",445,0,0.000000
445,3,fast_backward,1.670996,0.000297,0.345382,0.917559,0.205664,512,0,1,0.431740,0.355698,Cognitive emergence,446,0,0.000000
446,4,stay,1.633531,0.000295,0.344925,0.917555,0.205664,0,0,0,0.430750,0.492124,Cognitive emergence,447,0,0.000000
447,2,fast_forward,1.643182,0.000440,0.363713,0.917269,0.237833,0,512,0,0.429760,0.346912,"ree energy, which is",448,0,0.000000
448,1,backward,1.569430,0.000282,0.327781,0.916831,0.192597,512,384,1,0.428770,0.509470,Active inference pro,449,0,0.000000
449,0,forward,1.449368,0.000439,0.363616,0.917304,0.237833,384,512,0,0.427780,0.391725,"ree energy, which is",450,0,0.000000
450,1,backward,1.632713,0.000278,0.327607,0.916842,0.192597,512,384,1,0.426790,0.637768,Active inference pro,451,0,0.000000
451,0,forward,1.686500,0.000439,0.363580,0.917343,0.237833,384,512,0,0.425800,0.501627,"ree energy, which is",452,0,0.000000
452,4,stay,1.697806,0.000433,0.364832,0.917043,0.237833,512,512,0,0.424810,0.383809,"ree energy, which is",453,0,0.000000
453,1,backward,1.361123,0.000276,0.328741,0.916788,0.192597,512,384,1,0.423820,0.534469,Active inference pro,454,0,0.000000
454,1,backward,1.632949,0.000287,0.324855,0.916758,0.195890,384,256,1,0.422830,0.466271,"ned embeddings, no t",455,0,0.000000
455,0,forward,1.726982,0.000272,0.326296,0.916828,0.192597,256,384,0,0.421840,0.429090,Active inference pro,456,0,0.000000
456,4,stay,1.290567,0.000269,0.325049,0.916951,0.192597,384,384,0,0.420850,0.455095,Active inference pro,457,0,0.000000
457,2,fast_forward,1.184282,0.000277,0.303022,0.917080,0.165020,384,896,0,0.419860,0.516779,d with an informatio,458,0,0.000000
458,4,stay,1.802731,0.000265,0.300656,0.917397,0.165020,896,896,0,0.418870,0.456686,d with an informatio,459,0,0.000000
459,4,stay,1.454794,0.000256,0.298542,0.917407,0.165020,896,896,0,0.417880,0.434175,d with an informatio,460,0,0.000000
460,2,fast_forward,1.516915,0.000316,0.331725,0.917408,0.200901,896,1408,0,0.416890,0.504995,tor using a random p,461,0,0.000000
461,1,backward,1.545622,0.000290,0.303291,0.917044,0.179216,1408,1280,1,0.415900,0.394612,h character blocks i,462,0,0.000000
462,3,fast_backward,1.487981,0.000485,0.352609,0.917397,0.236386,1280,768,1,0.414910,0.431300,"ext, free energy sho",463,0,0.000000
463,1,backward,1.599428,0.000538,0.367860,0.917383,0.248914,768,640,1,0.413920,0.433713,ergy reflects how pr,464,0,0.000000
464,0,forward,1.673161,0.000465,0.356195,0.917688,0.236386,640,768,0,0.412930,0.462261,"ext, free energy sho",465,0,0.000000
465,0,forward,1.295645,0.000262,0.302169,0.917251,0.165020,768,896,0,0.411940,0.475500,d with an informatio,466,0,0.000000
466,3,fast_backward,1.261777,0.000270,0.320496,0.917454,0.192597,896,384,1,0.410950,0.500204,Active inference pro,467,0,0.000000
467,0,forward,1.288803,0.000474,0.358672,0.917338,0.237833,384,512,0,0.409960,0.471131,"ree energy, which is",468,0,0.000000
468,0,forward,1.368687,0.000518,0.370046,0.917274,0.248914,512,640,0,0.408970,0.589064,ergy reflects how pr,469,0,0.000000
469,0,forward,1.352242,0.000455,0.358390,0.917350,0.236386,640,768,0,0.407980,0.453641,"ext, free energy sho",470,0,0.000000
470,1,backward,1.603609,0.000495,0.372994,0.917541,0.248914,768,640,1,0.406990,0.369615,ergy reflects how pr,471,0,0.000000
471,3,fast_backward,1.746397,0.000314,0.330517,0.917567,0.186413,640,128,1,0.406000,0.454179,er a free-energy-min,472,0,0.000000
472,4,stay,1.670881,0.000309,0.329147,0.917652,0.186413,128,128,0,0.405010,0.482505,er a free-energy-min,473,0,0.000000
473,2,fast_forward,1.807555,0.000502,0.372430,0.917387,0.248914,128,640,0,0.404020,0.504218,ergy reflects how pr,474,0,0.000000
474,3,fast_backward,1.822669,0.000309,0.329867,0.917629,0.186413,640,128,1,0.403030,0.356882,er a free-energy-min,475,0,0.000000
475,4,stay,1.604753,0.000305,0.328568,0.917463,0.186413,128,128,0,0.402040,0.380361,er a free-energy-min,476,0,0.000000
476,2,fast_forward,1.938207,0.000507,0.372010,0.917297,0.248914,128,640,0,0.401050,0.325797,ergy reflects how pr,477,0,0.000000
477,1,backward,1.714537,0.000445,0.364299,0.917254,0.237833,640,512,1,0.400060,0.349733,"ree energy, which is",478,0,0.000000
478,1,backward,1.948407,0.000272,0.327153,0.916867,0.192597,512,384,1,0.399070,0.472206,Active inference pro,479,0,0.000000
479,1,backward,1.371499,0.000284,0.324264,0.916898,0.195890,384,256,1,0.398080,0.248655,"ned embeddings, no t",480,0,0.000000
480,0,forward,1.774030,0.000269,0.325056,0.916917,0.192597,256,384,0,0.397090,0.686670,Active inference pro,481,0,0.000000
481,0,forward,1.640661,0.000451,0.362713,0.917886,0.237833,384,512,0,0.396100,0.634521,"ree energy, which is",482,0,0.000000
482,3,fast_backward,1.617227,0.000309,0.345112,0.917505,0.205664,512,0,1,0.395110,0.458632,Cognitive emergence,483,0,0.000000
483,1,backward,1.645801,0.000307,0.344730,0.917699,0.205664,0,0,0,0.394120,0.376636,Cognitive emergence,484,0,0.000000
484,1,backward,1.250997,0.000304,0.344370,0.917700,0.205664,0,0,0,0.393130,0.317925,Cognitive emergence,485,0,0.000000
485,1,backward,1.501136,0.000302,0.344028,0.917778,0.205664,0,0,0,0.392140,0.382658,Cognitive emergence,486,0,0.000000
486,3,fast_backward,1.480215,0.000300,0.343704,0.917613,0.205664,0,0,0,0.391150,0.363481,Cognitive emergence,487,0,0.000000
487,4,stay,1.514987,0.000298,0.343396,0.917616,0.205664,0,0,0,0.390160,0.378829,Cognitive emergence,488,0,0.000000
488,3,fast_backward,1.775341,0.000296,0.343102,0.917334,0.205664,0,0,0,0.389170,0.341704,Cognitive emergence,489,0,0.000000
489,3,fast_backward,1.540044,0.000295,0.342822,0.917697,0.205664,0,0,0,0.388180,0.405801,Cognitive emergence,490,0,0.000000
490,2,fast_forward,1.639676,0.000447,0.361770,0.917262,0.237833,0,512,0,0.387190,0.337732,"ree energy, which is",491,0,0.000000
491,3,fast_backward,2.010389,0.000292,0.344016,0.917704,0.205664,512,0,1,0.386200,0.266718,Cognitive emergence,492,0,0.000000
492,0,forward,1.769948,0.000318,0.326995,0.917304,0.186413,0,128,0,0.385210,0.235234,er a free-energy-min,493,0,0.000000
493,0,forward,1.732151,0.000295,0.321629,0.917143,0.195890,128,256,0,0.384220,0.420154,"ned embeddings, no t",494,0,0.000000
494,0,forward,1.553173,0.000277,0.323392,0.916855,0.192597,256,384,0,0.383230,0.469435,Active inference pro,495,0,0.000000
495,4,stay,1.380511,0.000273,0.322308,0.916872,0.192597,384,384,0,0.382240,0.456994,Active inference pro,496,0,0.000000
496,3,fast_backward,2.024602,0.000302,0.339901,0.917730,0.205664,384,0,1,0.381250,0.433708,Cognitive emergence,497,0,0.000000
497,3,fast_backward,1.584840,0.000300,0.339872,0.917471,0.205664,0,0,0,0.380260,0.282879,Cognitive emergence,498,0,0.000000
498,1,backward,1.564865,0.000298,0.339835,0.917669,0.205664,0,0,0,0.379270,0.317662,Cognitive emergence,499,0,0.000000
499,4,stay,1.980980,0.000296,0.339792,0.917712,0.205664,0,0,0,0.378280,0.494087,Cognitive emergence,500,1,0.000090
500,2,fast_forward,1.932953,0.000466,0.360278,0.917134,0.237833,0,512,0,0.345610,0.826905,"ree energy, which is",501,0,0.000000
501,1,backward,1.442615,0.000280,0.323195,0.916925,0.192597,512,384,1,0.344620,0.512291,Active inference pro,502,0,0.000000
502,1,backward,1.518585,0.000291,0.320949,0.916768,0.195890,384,256,1,0.343630,0.680589,"ned embeddings, no t",503,0,0.000000
503,0,forward,1.801282,0.000276,0.321549,0.917195,0.192597,256,384,0,0.342640,0.733936,Active inference pro,504,0,0.000000
504,3,fast_backward,1.772407,0.000320,0.340079,0.917552,0.205664,384,0,1,0.341650,0.706801,Cognitive emergence,505,0,0.000000
505,2,fast_forward,1.454741,0.000462,0.359457,0.917448,0.237833,0,512,0,0.340660,0.706302,"ree energy, which is",506,0,0.000000
506,1,backward,1.617691,0.000273,0.322485,0.916649,0.192597,512,384,1,0.339670,0.620678,Active inference pro,507,0,0.000000
507,1,backward,1.545678,0.000287,0.320031,0.916945,0.195890,384,256,1,0.338680,0.937507,"ned embeddings, no t",508,0,0.000000
508,2,fast_forward,1.438480,0.000461,0.355739,0.917512,0.236386,256,768,0,0.337690,0.581642,"ext, free energy sho",509,0,0.000000
509,3,fast_backward,1.331648,0.000284,0.321102,0.916917,0.195890,768,256,1,0.336700,0.747324,"ned embeddings, no t",510,0,0.000000
510,2,fast_forward,1.613311,0.000457,0.356762,0.917234,0.236386,256,768,0,0.335710,0.732512,"ext, free energy sho",511,0,0.000000
511,1,backward,1.572724,0.000503,0.371768,0.917392,0.248914,768,640,1,0.334720,0.594591,ergy reflects how pr,512,0,0.000000
512,1,backward,1.485175,0.000442,0.363941,0.917393,0.237833,640,512,1,0.333730,0.623250,"ree energy, which is",513,0,0.000000
513,3,fast_backward,1.558462,0.000305,0.346340,0.917554,0.205664,512,0,1,0.332740,0.294133,Cognitive emergence,514,0,0.000000
514,3,fast_backward,1.325521,0.000303,0.345831,0.917824,0.205664,0,0,0,0.331750,0.500048,Cognitive emergence,515,0,0.000000
515,3,fast_backward,1.354073,0.000300,0.345353,0.917774,0.205664,0,0,0,0.330760,0.852657,Cognitive emergence,516,0,0.000000
516,0,forward,1.783429,0.000311,0.328833,0.917493,0.186413,0,128,0,0.329770,0.420985,er a free-energy-min,517,0,0.000000
517,2,fast_forward,1.706089,0.000495,0.372579,0.917051,0.248914,128,640,0,0.328780,0.636448,ergy reflects how pr,518,0,0.000000
518,2,fast_forward,1.717016,0.000429,0.348084,0.917053,0.222530,640,1152,0,0.327790,0.486633,phase comes next. T,519,0,0.000000
519,3,fast_backward,1.813464,0.000482,0.374040,0.917527,0.248914,1152,640,1,0.326800,0.839677,ergy reflects how pr,520,0,0.000000
520,4,stay,1.654741,0.000469,0.375594,0.917315,0.248914,640,640,0,0.325810,0.494919,ergy reflects how pr,521,0,0.000000
521,1,backward,1.082107,0.000424,0.367716,0.917414,0.237833,640,512,1,0.324820,0.594319,"ree energy, which is",522,0,0.000000
522,1,backward,1.330616,0.000274,0.331029,0.916741,0.192597,512,384,1,0.323830,0.499867,Active inference pro,523,0,0.000000
523,2,fast_forward,1.655451,0.000296,0.309092,0.917953,0.165020,384,896,0,0.322840,0.760544,d with an informatio,524,0,0.000000
524,2,fast_forward,1.371405,0.000290,0.339772,0.917241,0.200901,896,1408,0,0.321850,0.698934,tor using a random p,525,0,0.000000
525,0,forward,1.704704,0.000591,0.385439,0.917313,0.263143,1408,1536,0,0.320860,0.468992,text loop focuses o,526,0,0.000000
526,1,backward,1.751540,0.000283,0.341989,0.917328,0.200901,1536,1408,1,0.319870,0.533612,tor using a random p,527,0,0.000000
527,3,fast_backward,1.522670,0.000288,0.308191,0.917326,0.165020,1408,896,1,0.318880,0.557517,d with an informatio,528,0,0.000000
528,2,fast_forward,1.396004,0.000285,0.339267,0.917508,0.200901,896,1408,0,0.317890,0.765533,tor using a random p,529,0,0.000000
529,2,fast_forward,1.687438,0.000309,0.344005,0.917650,0.200430,1408,1920,0,0.316900,0.450231,rror. Cognitive emer,530,0,0.000000
530,1,backward,1.518188,0.000338,0.312556,0.916858,0.184100,1920,1792,1,0.315910,0.735945,gnostic signals. A s,531,0,0.000000
531,0,forward,1.632959,0.000309,0.341401,0.917873,0.200430,1792,1920,0,0.314920,0.599066,rror. Cognitive emer,532,0,0.000000
532,3,fast_backward,1.280600,0.000288,0.336634,0.917414,0.200901,1920,1408,1,0.313930,0.615431,tor using a random p,533,0,0.000000
533,0,forward,1.620806,0.000614,0.382751,0.917332,0.263143,1408,1536,0,0.312940,0.376463,text loop focuses o,534,0,0.000000
534,2,fast_forward,1.580998,0.000285,0.325828,0.917427,0.188672,1536,2048,0,0.311950,0.284486,whether a free-ener,535,0,0.000000
535,4,stay,1.690243,0.000283,0.324846,0.917515,0.188672,2048,2048,0,0.310960,0.629302,whether a free-ener,536,0,0.000000
536,1,backward,1.378492,0.000307,0.341739,0.917645,0.200430,2048,1920,1,0.309970,0.859272,rror. Cognitive emer,537,0,0.000000
537,1,backward,1.463364,0.000332,0.310771,0.916845,0.184100,1920,1792,1,0.308980,0.656593,gnostic signals. A s,538,0,0.000000
538,1,backward,1.797988,0.000470,0.292509,0.916918,0.169394,1792,1664,1,0.307990,0.355048,"If it remains flat,",539,0,0.000000
539,4,stay,1.353887,0.000445,0.289700,0.916982,0.169394,1664,1664,0,0.307000,0.638009,"If it remains flat,",540,0,0.000000
540,2,fast_forward,2.003405,0.000294,0.317426,0.917149,0.194097,1664,2176,0,0.306010,0.631598,retrained embeddings,541,0,0.000000
541,4,stay,1.676733,0.000292,0.317348,0.917151,0.194097,2176,2176,0,0.305020,0.676190,retrained embeddings,542,0,0.000000
542,2,fast_forward,1.623798,0.000506,0.354928,0.917307,0.240073,2176,2688,0,0.304030,0.617833,"the text, free ener",543,0,0.000000
543,2,fast_forward,1.104673,0.000281,0.305150,0.917065,0.180657,2688,3200,0,0.303040,0.801350,-length character bl,544,0,0.000000
544,1,backward,1.302605,0.000447,0.334713,0.917245,0.218552,3200,3072,1,0.302050,0.554255,eading phase comes n,545,0,0.000000
545,2,fast_forward,1.708632,0.000348,0.291758,0.917027,0.169433,3072,3584,0,0.301060,0.717948,text. If it remains,546,0,0.000000
546,3,fast_backward,1.638372,0.000446,0.333478,0.917548,0.218552,3584,3072,1,0.300070,0.795553,eading phase comes n,547,0,0.000000
547,1,backward,1.285458,0.000479,0.342025,0.917486,0.219011,3072,2944,1,0.299080,0.535618,iar passages or re-r,548,0,0.000000
548,1,backward,1.355997,0.000236,0.297540,0.917432,0.170735,2944,2816,1,0.298090,0.943189,xtended with an info,549,0,0.000000
549,3,fast_backward,1.588429,0.000277,0.314921,0.917010,0.192752,2816,2304,1,0.297100,0.555479,atch. Active inferen,550,0,0.000000
550,3,fast_backward,2.142585,0.000316,0.304161,0.916735,0.184100,2304,1792,1,0.296110,0.438401,gnostic signals. A s,551,0,0.000000
551,0,forward,1.714691,0.000339,0.332757,0.917739,0.200430,1792,1920,0,0.295120,0.930898,rror. Cognitive emer,552,0,0.000000
552,1,backward,1.821274,0.000311,0.303382,0.916864,0.184100,1920,1792,1,0.294130,0.869288,gnostic signals. A s,553,0,0.000000
553,0,forward,1.379330,0.000337,0.332003,0.917567,0.200430,1792,1920,0,0.293140,1.083139,rror. Cognitive emer,554,0,0.000000
554,3,fast_backward,1.572408,0.000316,0.328700,0.917649,0.200901,1920,1408,1,0.292150,0.471665,tor using a random p,555,0,0.000000
555,1,backward,1.470855,0.000270,0.300889,0.917110,0.179216,1408,1280,1,0.291160,0.373000,h character blocks i,556,0,0.000000
556,0,forward,1.908769,0.000310,0.328973,0.917505,0.200901,1280,1408,0,0.290170,0.553792,tor using a random p,557,0,0.000000
557,3,fast_backward,1.759448,0.000248,0.293184,0.917190,0.165020,1408,896,1,0.289180,0.597181,d with an informatio,558,0,0.000000
558,2,fast_forward,1.558940,0.000311,0.328362,0.917395,0.200901,896,1408,0,0.288190,0.539632,tor using a random p,559,0,0.000000
559,2,fast_forward,1.554994,0.000338,0.332505,0.917714,0.200430,1408,1920,0,0.287200,0.392683,rror. Cognitive emer,560,0,0.000000
560,2,fast_forward,1.137073,0.000475,0.346736,0.917288,0.231309,1920,2432,0,0.286210,0.652555,"mise free energy, wh",561,0,0.000000
561,3,fast_backward,1.732721,0.000328,0.334388,0.917906,0.200430,2432,1920,1,0.285220,0.323785,rror. Cognitive emer,562,0,0.000000
562,4,stay,1.594011,0.000324,0.334371,0.917653,0.200430,1920,1920,0,0.284230,1.009910,rror. Cognitive emer,563,0,0.000000
563,3,fast_backward,1.217930,0.000301,0.330916,0.917576,0.200901,1920,1408,1,0.283240,0.703650,tor using a random p,564,0,0.000000
564,1,backward,1.983817,0.000275,0.303087,0.917080,0.179216,1408,1280,1,0.282250,0.480936,h character blocks i,565,0,0.000000
565,1,backward,1.631469,0.000458,0.339242,0.917084,0.222530,1280,1152,1,0.281260,0.652584,phase comes next. T,566,0,0.000000
566,2,fast_forward,1.749765,0.000434,0.288514,0.917019,0.169394,1152,1664,0,0.280270,0.814467,"If it remains flat,",567,0,0.000000
567,3,fast_backward,1.360164,0.000458,0.337737,0.917377,0.222530,1664,1152,1,0.279280,0.863391,phase comes next. T,568,0,0.000000
568,3,fast_backward,1.840527,0.000567,0.364644,0.917395,0.248914,1152,640,1,0.278290,0.719412,ergy reflects how pr,569,0,0.000000
569,1,backward,1.279542,0.000487,0.356998,0.917412,0.237833,640,512,1,0.277300,0.705880,"ree energy, which is",570,0,0.000000
570,4,stay,1.703070,0.000476,0.358634,0.917459,0.237833,512,512,0,0.276310,0.546258,"ree energy, which is",571,0,0.000000
571,0,forward,1.691849,0.000519,0.369758,0.917567,0.248914,512,640,0,0.275320,0.355180,ergy reflects how pr,572,0,0.000000
572,2,fast_forward,1.315848,0.000432,0.345680,0.917460,0.222530,640,1152,0,0.274330,0.385209,phase comes next. T,573,0,0.000000
573,4,stay,1.494210,0.000428,0.346045,0.917226,0.222530,1152,1152,0,0.273340,0.704684,phase comes next. T,574,0,0.000000
574,2,fast_forward,1.592248,0.000458,0.296231,0.916843,0.169394,1152,1664,0,0.272350,0.484250,"If it remains flat,",575,0,0.000000
575,4,stay,1.946508,0.000433,0.293189,0.917002,0.169394,1664,1664,0,0.271360,0.470088,"If it remains flat,",576,0,0.000000
576,2,fast_forward,1.753259,0.000291,0.320264,0.917319,0.194097,1664,2176,0,0.270370,0.584481,retrained embeddings,577,0,0.000000
577,4,stay,1.664707,0.000289,0.319976,0.917014,0.194097,2176,2176,0,0.269380,0.551771,retrained embeddings,578,0,0.000000
578,3,fast_backward,1.401334,0.000409,0.289556,0.917036,0.169394,2176,1664,1,0.268390,0.484099,"If it remains flat,",579,0,0.000000
579,4,stay,1.695902,0.000392,0.287345,0.917150,0.169394,1664,1664,0,0.267400,0.439064,"If it remains flat,",580,0,0.000000
580,3,fast_backward,1.312891,0.000457,0.336424,0.917274,0.222530,1664,1152,1,0.266410,0.382128,phase comes next. T,581,0,0.000000
581,0,forward,1.869530,0.000261,0.301475,0.917034,0.179216,1152,1280,0,0.265420,0.439396,h character blocks i,582,0,0.000000
582,3,fast_backward,1.498539,0.000511,0.350214,0.916931,0.236386,1280,768,1,0.264430,0.376736,"ext, free energy sho",583,0,0.000000
583,0,forward,1.772944,0.000232,0.294878,0.917454,0.165020,768,896,0,0.263440,0.647120,d with an informatio,584,0,0.000000
584,0,forward,1.540734,0.000478,0.337973,0.917590,0.217769,896,1024,0,0.262450,0.593844,ssages or re-read pa,585,0,0.000000
585,2,fast_forward,1.761248,0.000697,0.375617,0.918494,0.263143,1024,1536,0,0.261460,0.551490,text loop focuses o,586,0,0.000000
586,2,fast_forward,1.789793,0.000285,0.319850,0.917431,0.188672,1536,2048,0,0.260470,0.681749,whether a free-ener,587,0,0.000000
587,4,stay,1.910473,0.000284,0.319492,0.917468,0.188672,2048,2048,0,0.259480,0.558838,whether a free-ener,588,0,0.000000
588,3,fast_backward,1.606035,0.000673,0.378115,0.917496,0.263143,2048,1536,1,0.258490,0.438879,text loop focuses o,589,0,0.000000
589,2,fast_forward,1.458900,0.000280,0.322108,0.917368,0.188672,1536,2048,0,0.257500,0.479162,whether a free-ener,590,0,0.000000
590,0,forward,1.416860,0.000285,0.322245,0.917063,0.194097,2048,2176,0,0.256510,0.539879,retrained embeddings,591,0,0.000000
591,0,forward,1.929447,0.000271,0.319475,0.916690,0.192752,2176,2304,0,0.255520,0.836044,atch. Active inferen,592,0,0.000000
592,0,forward,1.730352,0.000453,0.351120,0.917474,0.231309,2304,2432,0,0.254530,0.952582,"mise free energy, wh",593,0,0.000000
593,3,fast_backward,1.643941,0.000329,0.339652,0.918110,0.200430,2432,1920,1,0.253540,0.605654,rror. Cognitive emer,594,0,0.000000
594,4,stay,1.644118,0.000325,0.339310,0.918576,0.200430,1920,1920,0,0.252550,0.547357,rror. Cognitive emer,595,0,0.000000
595,0,forward,1.471364,0.000280,0.321361,0.917571,0.188672,1920,2048,0,0.251560,0.792604,whether a free-ener,596,0,0.000000
596,3,fast_backward,1.345064,0.000647,0.380298,0.917617,0.263143,2048,1536,1,0.250570,0.560617,text loop focuses o,597,0,0.000000
597,2,fast_forward,1.356339,0.000278,0.323722,0.917590,0.188672,1536,2048,0,0.249580,0.436404,whether a free-ener,598,0,0.000000
598,1,backward,1.488033,0.000318,0.340703,0.917770,0.200430,2048,1920,1,0.248590,0.418064,rror. Cognitive emer,599,0,0.000000
599,3,fast_backward,1.788149,0.000296,0.335930,0.917591,0.200901,1920,1408,1,0.247600,0.681715,tor using a random p,600,1,0.000058
600,2,fast_forward,1.836384,0.000315,0.339241,0.917767,0.200430,1408,1920,0,0.214930,0.421514,rror. Cognitive emer,601,0,0.000000
601,4,stay,1.074377,0.000312,0.338841,0.917637,0.200430,1920,1920,0,0.213940,0.419556,rror. Cognitive emer,602,0,0.000000
602,1,backward,1.701843,0.000330,0.308802,0.916801,0.184100,1920,1792,1,0.212950,0.341708,gnostic signals. A s,603,0,0.000000
603,1,backward,1.487759,0.000462,0.290419,0.917141,0.169394,1792,1664,1,0.211960,0.619274,"If it remains flat,",604,0,0.000000
604,4,stay,1.606293,0.000438,0.287737,0.916992,0.169394,1664,1664,0,0.210970,0.355876,"If it remains flat,",605,0,0.000000
605,4,stay,1.552055,0.000418,0.285399,0.916810,0.169394,1664,1664,0,0.209980,0.409063,"If it remains flat,",606,0,0.000000
606,2,fast_forward,1.506109,0.000301,0.313802,0.917091,0.194097,1664,2176,0,0.208990,0.464498,retrained embeddings,607,0,0.000000
607,4,stay,1.714434,0.000297,0.313995,0.916838,0.194097,2176,2176,0,0.208000,0.430262,retrained embeddings,608,0,0.000000
