step,modality,h_phys_norm,h_text_norm,h_fused_norm,pred_error,W_pt_norm,W_tp_norm,belief_norm,free_energy
2711,text,0.760528,0.263089,0.551956,0.033619,15.000000,15.000000,0.162893,0.004638
2712,physics,0.703440,0.277579,0.533905,0.013805,14.997741,15.000000,0.150407,0.004430
2713,physics,0.868423,0.263534,0.691011,0.155431,15.000000,15.000000,0.166279,0.006054
2714,physics,0.776856,0.252998,0.639729,0.169627,15.000000,15.000000,0.179299,0.004870
2715,physics,0.903810,0.259508,0.728416,0.050957,15.000000,15.000000,0.173117,0.007754
2716,physics,0.841333,0.277935,0.664680,0.085178,15.000000,15.000000,0.161863,0.006573
2717,text,0.682072,0.277935,0.529068,0.030157,14.994047,15.000000,0.160447,0.003904
2718,physics,0.647588,0.263089,0.489484,0.043268,15.000000,15.000000,0.158032,0.003325
2719,physics,0.785738,0.277579,0.640162,0.015287,14.997703,15.000000,0.152849,0.005851
2720,physics,0.754090,0.252998,0.579505,0.056380,15.000000,15.000000,0.147799,0.004790
2721,text,0.763373,0.252998,0.589946,0.028708,15.000000,15.000000,0.145000,0.004990
2722,text,0.756110,0.277935,0.588845,0.032910,15.000000,15.000000,0.149350,0.004596
2723,text,0.934238,0.252998,0.689507,0.035605,15.000000,15.000000,0.155205,0.006518
2724,text,0.876805,0.288705,0.702331,0.028640,15.000000,15.000000,0.158908,0.006765
2725,physics,0.812424,0.252998,0.601527,0.070705,15.000000,15.000000,0.162923,0.004871
2726,physics,0.781488,0.288705,0.624116,0.014510,14.997560,15.000000,0.158231,0.005679
2727,text,0.811473,0.263089,0.583142,0.025915,14.999797,15.000000,0.160488,0.004525
2728,physics,0.763181,0.277579,0.625993,0.172695,15.000000,15.000000,0.161843,0.005337
2729,physics,0.827583,0.263534,0.658681,0.096571,15.000000,15.000000,0.168288,0.005730
2730,text,0.847839,0.277579,0.663813,0.048928,15.000000,15.000000,0.172345,0.005915
2731,text,0.681088,0.277935,0.552288,0.028893,15.000000,15.000000,0.168060,0.004366
2732,text,0.876084,0.277579,0.695503,0.048752,15.000000,15.000000,0.169051,0.006778
2733,physics,0.698168,0.288705,0.548649,0.014934,14.999882,15.000000,0.163497,0.004284
2734,text,0.851766,0.252998,0.618216,0.031425,15.000000,15.000000,0.172221,0.004785
2735,physics,0.765707,0.263534,0.593885,0.022623,15.000000,15.000000,0.168604,0.004990
2736,physics,0.662923,0.263089,0.504208,0.006674,14.995543,15.000000,0.166123,0.003444
2737,text,0.818029,0.277579,0.645553,0.056117,14.990569,15.000000,0.168086,0.005663
2738,text,0.779271,0.277579,0.601814,0.050512,14.991763,15.000000,0.171087,0.004718
2739,text,0.725296,0.250363,0.547985,0.059330,14.994956,15.000000,0.161656,0.004547
2740,text,0.803997,0.263089,0.625275,0.034883,15.000000,15.000000,0.154053,0.005610
2741,text,0.819307,0.288705,0.642040,0.018089,15.000000,15.000000,0.154893,0.005817
2742,text,0.911690,0.259508,0.667432,0.018481,15.000000,15.000000,0.151351,0.006391
2743,physics,0.851466,0.277579,0.654706,0.031219,15.000000,15.000000,0.153961,0.005910
2744,text,0.887791,0.277579,0.715159,0.056944,15.000000,15.000000,0.158233,0.007075
2745,physics,0.853593,0.252998,0.660783,0.030725,15.000000,15.000000,0.168185,0.005611
2746,text,0.793587,0.288705,0.591674,0.028653,15.000000,15.000000,0.164743,0.004881
2747,text,0.895382,0.288705,0.685024,0.024218,15.000000,15.000000,0.167209,0.006400
2748,physics,0.819588,0.263534,0.608604,0.063259,15.000000,15.000000,0.164884,0.005125
2749,text,0.923013,0.277579,0.735404,0.061150,15.000000,15.000000,0.164436,0.007559
2750,text,0.845976,0.259508,0.659107,0.022759,15.000000,15.000000,0.160375,0.006248
2751,physics,0.760989,0.277935,0.578918,0.179549,15.000000,15.000000,0.165053,0.004372
2752,text,0.853706,0.263089,0.626663,0.034689,15.000000,15.000000,0.155439,0.005870
2753,text,0.917352,0.246406,0.697499,0.048566,15.000000,15.000000,0.172469,0.005952
2754,physics,0.818500,0.263089,0.637958,0.077061,15.000000,15.000000,0.175227,0.005425
2755,text,0.780841,0.277579,0.618042,0.056493,15.000000,15.000000,0.165266,0.005714
2756,physics,0.794587,0.288705,0.636106,0.041948,15.000000,15.000000,0.163962,0.005716
2757,text,0.745721,0.288705,0.576959,0.024247,15.000000,15.000000,0.158586,0.004818
2758,text,0.776438,0.288705,0.587199,0.026696,14.997536,15.000000,0.158798,0.004825
2759,text,0.861568,0.288705,0.657442,0.023684,15.000000,15.000000,0.157902,0.006172
2760,text,0.842181,0.252998,0.604213,0.025932,15.000000,15.000000,0.163566,0.004819
2761,physics,0.807414,0.277579,0.647233,0.093956,15.000000,15.000000,0.163469,0.005806
2762,physics,0.943761,0.277579,0.741866,0.159758,15.000000,15.000000,0.167581,0.007554
2763,physics,0.819203,0.277579,0.667465,0.014632,14.996333,15.000000,0.167945,0.006149
2764,text,0.842207,0.277935,0.653454,0.030948,15.000000,15.000000,0.170817,0.005733
2765,physics,0.867516,0.277935,0.692240,0.156873,15.000000,15.000000,0.176796,0.006242
2766,physics,0.887100,0.277935,0.700110,0.036165,15.000000,15.000000,0.175988,0.006796
2767,text,0.818489,0.246406,0.620370,0.051301,15.000000,15.000000,0.174750,0.005356
2768,physics,0.894566,0.288705,0.689875,0.026829,14.997799,15.000000,0.171803,0.006787
2769,text,0.828002,0.252998,0.614591,0.028608,15.000000,15.000000,0.177369,0.004987
2770,text,0.812598,0.277579,0.657618,0.052055,15.000000,15.000000,0.179663,0.005858
2771,physics,0.779768,0.277935,0.570062,0.011858,14.997609,15.000000,0.180230,0.004305
2772,physics,0.824712,0.288705,0.659116,0.023936,14.997321,15.000000,0.164835,0.006908
2773,text,0.684217,0.288705,0.523178,0.024281,14.995086,15.000000,0.156639,0.004084
2774,text,0.834309,0.263089,0.661982,0.034461,15.000000,15.000000,0.164195,0.005655
2775,physics,0.706207,0.250363,0.501695,0.010702,14.997869,15.000000,0.157789,0.003554
2776,physics,0.847377,0.277935,0.679745,0.068831,15.000000,15.000000,0.165472,0.006109
2777,physics,0.718409,0.277579,0.574805,0.029750,15.000000,15.000000,0.158626,0.004791
2778,text,0.793380,0.263089,0.620628,0.038079,15.000000,15.000000,0.155558,0.005448
2779,physics,0.846058,0.250363,0.619776,0.042456,15.000000,15.000000,0.157919,0.005258
2780,text,0.718023,0.263089,0.544986,0.023552,15.000000,15.000000,0.150038,0.004334
2781,text,0.835953,0.246406,0.664771,0.051394,15.000000,15.000000,0.162056,0.005662
2782,text,0.848581,0.252998,0.623076,0.031434,15.000000,15.000000,0.161670,0.005380
2783,text,0.947184,0.277579,0.762609,0.061163,14.997233,15.000000,0.171110,0.007878
2784,text,0.811308,0.277579,0.652195,0.053243,15.000000,15.000000,0.157669,0.006509
2785,text,0.849405,0.252998,0.652090,0.025803,15.000000,15.000000,0.162782,0.005763
2786,text,0.824712,0.288705,0.659459,0.030871,15.000000,15.000000,0.155725,0.006584
2787,physics,0.837552,0.253229,0.678704,0.038044,15.000000,15.000000,0.161668,0.006220
2788,physics,0.808285,0.288705,0.583480,0.048488,15.000000,15.000000,0.157391,0.004726
2789,text,0.793243,0.252998,0.576766,0.028750,15.000000,15.000000,0.158263,0.004528
2790,physics,0.796504,0.277579,0.626223,0.045928,15.000000,15.000000,0.157733,0.005506
2791,physics,0.790942,0.252998,0.583522,0.140543,15.000000,15.000000,0.165349,0.004276
2792,physics,0.887100,0.277579,0.709231,0.077477,15.000000,15.000000,0.164551,0.006915
2793,physics,0.811551,0.288705,0.614412,0.109762,15.000000,15.000000,0.165467,0.005109
2794,text,0.880057,0.250363,0.645520,0.051393,15.000000,15.000000,0.159008,0.006078
2795,text,0.822450,0.277579,0.645384,0.056430,15.000000,15.000000,0.163503,0.005591
2796,text,0.830992,0.246406,0.609442,0.056114,15.000000,15.000000,0.157397,0.005271
2797,physics,0.807031,0.277579,0.630827,0.094983,15.000000,15.000000,0.153450,0.005678
2798,physics,0.713663,0.277579,0.555282,0.014094,14.997489,15.000000,0.144144,0.004680
2799,physics,0.888195,0.246406,0.692426,0.049003,15.000000,15.000000,0.155816,0.006318
2800,text,0.767299,0.277935,0.588796,0.034259,15.000000,15.000000,0.152280,0.004962
2801,physics,0.813760,0.263089,0.613904,0.036183,15.000000,15.000000,0.155800,0.005121
2802,text,0.683115,0.288705,0.516813,0.021934,15.000000,15.000000,0.158428,0.003494
2803,text,0.790816,0.250363,0.591200,0.050529,14.997173,15.000000,0.157912,0.004750
2804,physics,0.734869,0.252998,0.547726,0.041075,15.000000,15.000000,0.159795,0.004044
2805,physics,0.732282,0.263089,0.583077,0.116937,15.000000,15.000000,0.160324,0.004442
2806,text,0.836351,0.246406,0.630942,0.053382,14.998061,15.000000,0.150939,0.005899
2807,physics,0.671538,0.263089,0.487949,0.011052,14.996477,15.000000,0.144848,0.003502
2808,physics,0.792664,0.277935,0.596781,0.066564,15.000000,15.000000,0.142755,0.004919
2809,text,0.859270,0.252998,0.674290,0.026113,15.000000,15.000000,0.148535,0.006082
2810,text,0.771868,0.277935,0.586222,0.035111,15.000000,15.000000,0.147024,0.004872
2811,physics,0.806633,0.252998,0.594081,0.040827,15.000000,15.000000,0.149979,0.004757
2812,text,0.833886,0.263089,0.636838,0.024120,15.000000,15.000000,0.145113,0.005917
2813,physics,0.779889,0.252998,0.594119,0.119799,15.000000,15.000000,0.145495,0.004843
2814,physics,0.790458,0.263089,0.608250,0.022141,15.000000,15.000000,0.147819,0.005143
2815,physics,0.802145,0.288705,0.634153,0.025109,15.000000,15.000000,0.150930,0.005447
2816,text,0.856539,0.277579,0.644723,0.060835,15.000000,15.000000,0.157980,0.005485
2817,text,0.710933,0.263089,0.535403,0.021253,14.999981,15.000000,0.153596,0.004062
2818,text,0.803802,0.263089,0.630427,0.028480,14.998814,15.000000,0.150993,0.005695
2819,physics,0.748576,0.263089,0.562570,0.063059,15.000000,15.000000,0.155268,0.004101
2820,physics,0.836351,0.246406,0.631290,0.021411,14.998373,15.000000,0.149308,0.005752
2821,text,0.808332,0.252998,0.634897,0.025220,15.000000,15.000000,0.142756,0.005941
2822,physics,0.771642,0.252998,0.622243,0.032730,15.000000,15.000000,0.153587,0.004878
2823,physics,0.765658,0.246406,0.583656,0.066909,15.000000,15.000000,0.143821,0.005045
2824,text,0.900593,0.288705,0.654527,0.023342,15.000000,15.000000,0.139990,0.006168
2825,text,0.908803,0.250363,0.709853,0.038590,15.000000,15.000000,0.152373,0.006597
2826,text,0.777628,0.277935,0.575807,0.039516,15.000000,15.000000,0.158631,0.004251
2827,text,0.884623,0.288705,0.705425,0.029788,15.000000,15.000000,0.158775,0.006966
2828,text,0.785904,0.288705,0.595607,0.027380,15.000000,15.000000,0.146195,0.005413
2829,text,0.897210,0.277935,0.717334,0.042064,15.000000,15.000000,0.150167,0.006938
2830,text,0.855816,0.277579,0.685223,0.071414,15.000000,15.000000,0.155441,0.006414
2831,physics,0.941015,0.277579,0.755489,0.056303,15.000000,15.000000,0.155575,0.007903
2832,text,0.808332,0.252998,0.633294,0.028412,15.000000,15.000000,0.155005,0.005612
2833,physics,0.739494,0.252998,0.559142,0.032899,15.000000,15.000000,0.154825,0.004241
2834,physics,0.706207,0.250363,0.502859,0.011066,14.998578,15.000000,0.148591,0.003584
2835,text,0.844262,0.277935,0.660453,0.035882,15.000000,15.000000,0.144002,0.006284
2836,physics,0.763153,0.288705,0.602074,0.046514,15.000000,15.000000,0.147078,0.004797
2837,physics,0.794713,0.277935,0.628368,0.062853,15.000000,15.000000,0.151660,0.005204
2838,text,0.840936,0.263089,0.640535,0.021228,15.000000,15.000000,0.153473,0.005532
2839,physics,0.740409,0.277935,0.566597,0.042303,15.000000,15.000000,0.146471,0.004637
2840,text,0.892228,0.259508,0.714833,0.025514,15.000000,15.000000,0.148416,0.007272
2841,physics,0.871664,0.252998,0.678800,0.083835,15.000000,15.000000,0.152745,0.006326
2842,text,0.782068,0.288705,0.623921,0.020972,15.000000,15.000000,0.160292,0.005103
2843,text,0.703440,0.277579,0.532096,0.055962,14.998836,15.000000,0.144369,0.004578
2844,text,0.786991,0.277579,0.596669,0.054772,15.000000,15.000000,0.137547,0.005263
2845,text,0.866498,0.246406,0.657422,0.059411,15.000000,15.000000,0.140016,0.006113
2846,text,0.803686,0.252998,0.623006,0.031692,15.000000,15.000000,0.147067,0.005070
2847,physics,0.949801,0.263089,0.722803,0.049660,15.000000,15.000000,0.149932,0.007212
2848,text,0.948889,0.252998,0.680536,0.030629,15.000000,15.000000,0.154808,0.006323
2849,physics,0.790942,0.252998,0.577280,0.147245,15.000000,15.000000,0.151517,0.004589
2850,physics,0.895740,0.253229,0.694038,0.022828,15.000000,15.000000,0.146647,0.007064
2851,text,0.788770,0.246406,0.582577,0.043007,15.000000,15.000000,0.145160,0.004897
2852,text,0.742358,0.263089,0.558681,0.019969,15.000000,15.000000,0.149886,0.004084
2853,physics,0.890740,0.277579,0.670735,0.080180,15.000000,15.000000,0.155658,0.006077
2854,text,0.797720,0.259508,0.634073,0.022580,14.995788,15.000000,0.152242,0.005689
2855,physics,0.888182,0.252998,0.676291,0.040592,15.000000,15.000000,0.155219,0.006345
2856,physics,0.844559,0.263089,0.650679,0.053365,15.000000,15.000000,0.157163,0.005780
2857,text,0.742358,0.263089,0.552264,0.019855,15.000000,15.000000,0.166246,0.003710
2858,text,0.887818,0.277579,0.684005,0.069500,14.999627,15.000000,0.174792,0.006004
2859,text,0.688175,0.277579,0.545868,0.061033,15.000000,15.000000,0.171202,0.004120
2860,physics,0.927850,0.252998,0.718008,0.084676,15.000000,15.000000,0.172018,0.007198
2861,physics,0.778839,0.252998,0.590845,0.010730,14.996980,15.000000,0.169190,0.004785
2862,text,0.814068,0.263089,0.613715,0.025716,14.994220,15.000000,0.160345,0.005572
2863,physics,0.853593,0.252998,0.652712,0.031001,14.997639,15.000000,0.163458,0.005677
2864,text,0.767126,0.259508,0.610134,0.023198,15.000000,15.000000,0.165404,0.005021
2865,text,0.815336,0.263089,0.609467,0.024405,15.000000,15.000000,0.170053,0.004850
2866,physics,0.757400,0.253229,0.550608,0.048701,15.000000,15.000000,0.164957,0.004278
2867,text,0.766905,0.277579,0.595798,0.064716,15.000000,15.000000,0.157572,0.005148
2868,physics,0.858928,0.277579,0.689396,0.196228,15.000000,15.000000,0.169978,0.006114
2869,physics,0.887818,0.277579,0.681837,0.019752,14.999939,15.000000,0.178283,0.005956
2870,text,0.765296,0.263089,0.541467,0.030417,15.000000,15.000000,0.165046,0.004529
2871,physics,0.867973,0.253229,0.622616,0.071746,15.000000,15.000000,0.167847,0.005123
2872,text,0.949306,0.263089,0.662170,0.026130,15.000000,15.000000,0.157268,0.006527
2873,text,0.721574,0.252998,0.566910,0.023904,15.000000,15.000000,0.154578,0.004503
2874,physics,0.891948,0.246406,0.628126,0.019230,14.999514,15.000000,0.152747,0.005557
2875,text,0.917352,0.246406,0.679421,0.040270,15.000000,15.000000,0.163158,0.005923
2876,text,0.854917,0.263089,0.691987,0.026453,15.000000,15.000000,0.170989,0.006276
2877,text,0.802638,0.277935,0.636723,0.047393,15.000000,15.000000,0.175513,0.005314
2878,text,0.770435,0.288705,0.601263,0.026309,15.000000,15.000000,0.173005,0.005005
2879,physics,0.713051,0.252998,0.553299,0.023422,14.998131,15.000000,0.168601,0.004257
2880,text,0.853593,0.252998,0.650714,0.025804,15.000000,15.000000,0.176332,0.005420
2881,text,0.856539,0.277579,0.635805,0.061932,15.000000,15.000000,0.180990,0.005248
2882,physics,0.774482,0.253229,0.607036,0.023284,15.000000,15.000000,0.171306,0.005444
2883,text,0.677820,0.252998,0.505953,0.022607,15.000000,15.000000,0.178017,0.003037
2884,text,0.867366,0.277579,0.680141,0.065758,15.000000,15.000000,0.176382,0.006460
2885,text,0.677820,0.252998,0.506074,0.023559,15.000000,15.000000,0.189140,0.002708
2886,physics,0.734869,0.252998,0.539616,0.040111,15.000000,15.000000,0.186470,0.004016
2887,text,0.736827,0.250363,0.520586,0.055729,14.996447,15.000000,0.173682,0.004241
2888,physics,0.681088,0.277935,0.543501,0.016090,14.998886,15.000000,0.164907,0.004473
2889,text,0.806575,0.288705,0.605286,0.023298,15.000000,15.000000,0.158223,0.005386
2890,physics,0.782317,0.288705,0.575272,0.024227,15.000000,15.000000,0.159869,0.004481
2891,physics,0.726048,0.277579,0.554939,0.059888,15.000000,15.000000,0.164700,0.003978
2892,text,0.830363,0.263534,0.629598,0.027766,15.000000,15.000000,0.167616,0.005403
2893,physics,0.800575,0.277579,0.630657,0.108856,15.000000,15.000000,0.172974,0.005293
2894,text,0.811929,0.288705,0.635896,0.024542,15.000000,15.000000,0.179263,0.005232
2895,physics,0.869259,0.246406,0.662337,0.037528,15.000000,15.000000,0.181014,0.005996
2896,text,0.716619,0.259508,0.526486,0.020989,15.000000,15.000000,0.187521,0.003340
2897,text,0.876267,0.277579,0.651705,0.060739,15.000000,15.000000,0.184333,0.006125
2898,text,0.768503,0.252998,0.566570,0.028666,14.999009,15.000000,0.183330,0.004405
2899,text,0.896002,0.277935,0.711332,0.048793,15.000000,15.000000,0.192432,0.006491
2900,physics,0.764751,0.263089,0.545239,0.054091,15.000000,15.000000,0.172270,0.004965
2901,text,0.823141,0.252998,0.631460,0.029826,15.000000,15.000000,0.175467,0.005279
2902,text,0.796578,0.263089,0.608498,0.035276,15.000000,15.000000,0.174492,0.005046
2903,text,0.820556,0.263089,0.620160,0.032736,15.000000,15.000000,0.168752,0.005654
2904,physics,0.758831,0.253229,0.567104,0.078812,15.000000,15.000000,0.171268,0.004240
2905,physics,0.854030,0.252998,0.656819,0.044601,15.000000,15.000000,0.173596,0.005855
2906,physics,0.678859,0.259508,0.510812,0.035695,15.000000,15.000000,0.168743,0.003646
2907,text,0.796577,0.263089,0.605332,0.029154,15.000000,15.000000,0.170048,0.004996
2908,text,0.952587,0.263089,0.723112,0.031288,15.000000,15.000000,0.170009,0.007323
2909,text,0.626713,0.288705,0.482239,0.023639,15.000000,15.000000,0.173326,0.002896
2910,physics,0.921564,0.252998,0.683471,0.084321,15.000000,15.000000,0.171427,0.006652
2911,text,0.875494,0.277935,0.625902,0.034963,14.998070,15.000000,0.163781,0.005806
2912,physics,0.761591,0.252998,0.571670,0.068399,15.000000,15.000000,0.166192,0.004353
2913,physics,0.756928,0.253229,0.518600,0.023422,14.999396,15.000000,0.161865,0.003780
2914,text,0.891948,0.246406,0.625378,0.051117,14.999822,15.000000,0.166343,0.005205
2915,physics,0.765854,0.277935,0.561632,0.014603,14.996775,15.000000,0.162433,0.004489
2916,physics,0.982557,0.252998,0.740706,0.042469,14.998758,15.000000,0.165039,0.007537
2917,text,0.872882,0.277579,0.701246,0.063821,15.000000,15.000000,0.171677,0.006481
2918,text,0.876267,0.277579,0.647212,0.058529,15.000000,15.000000,0.168098,0.005969
2919,physics,0.843116,0.252998,0.622266,0.047357,15.000000,15.000000,0.176625,0.004862
2920,physics,0.897527,0.252998,0.618526,0.056785,15.000000,15.000000,0.175667,0.005209
2921,physics,0.731855,0.288705,0.530046,0.010630,14.995293,15.000000,0.171943,0.003812
2922,text,0.848846,0.263089,0.639374,0.028624,15.000000,15.000000,0.156563,0.006369
2923,text,0.790804,0.288705,0.585154,0.018270,14.998004,15.000000,0.146905,0.005120
2924,physics,0.766170,0.277935,0.553714,0.065572,15.000000,15.000000,0.144176,0.004320
2925,text,0.797441,0.250363,0.572663,0.051806,15.000000,15.000000,0.141058,0.004583
