step,nav_action,nav_action_name,action_vec_norm,free_energy,prediction_error,confidence,obs_norm,pos_before,pos_after,wrapped,beta,info_gain,text_preview
234,1,backward,1.268752,17.938250,0.403767,0.917329,0.178443,4480,4352,0,0.906940,0.406031,ing agent can form p
235,0,forward,1.608962,18.118428,0.416017,0.917377,0.194905,4352,4480,0,0.906544,0.280823,"iser, and no externa"
236,2,fast_forward,1.705911,18.248894,0.418126,0.917180,0.201395,4480,4992,0,0.906148,0.346383,decrease. Curiosity
237,1,backward,1.158593,18.157080,0.459148,0.917269,0.257925,4992,4864,0,0.905752,0.243824,table the current ch
238,0,forward,1.529642,18.232047,0.421465,0.917398,0.201395,4864,4992,0,0.905356,0.175950,decrease. Curiosity
239,2,fast_forward,1.526637,18.186554,0.398372,0.917215,0.177647,4992,5504,0,0.904960,0.353802,of the text. If it r
240,0,forward,1.542608,18.232455,0.399688,0.916545,0.179660,5504,5632,0,0.904564,0.412383,ditional diagnostic
241,1,backward,1.669136,18.099543,0.396547,0.917056,0.177647,5632,5504,0,0.904168,0.503279,of the text. If it r
242,1,backward,1.822616,18.129213,0.453583,0.917383,0.248801,5504,5376,0,0.903772,0.431223,ation of the text lo
243,2,fast_forward,1.754368,17.867513,0.418229,0.917692,0.185794,5376,5888,0,0.903376,0.468252,ation-gain term in i
244,1,backward,1.509360,17.920089,0.415824,0.917329,0.191195,5888,5760,0,0.902980,0.242535,prediction error. Cu
245,4,stay,1.791433,17.897816,0.416007,0.917389,0.191195,5760,5760,0,0.902584,0.379522,prediction error. Cu
246,0,forward,1.399331,18.169158,0.418439,0.917244,0.185794,5760,5888,0,0.902188,0.452889,ation-gain term in i
247,1,backward,1.403310,18.142329,0.416039,0.917249,0.191195,5888,5760,0,0.901792,0.169907,prediction error. Cu
248,1,backward,1.715903,18.249166,0.401639,0.916689,0.179660,5760,5632,0,0.901396,0.263724,ditional diagnostic
249,0,forward,1.904444,18.163851,0.415269,0.917128,0.191195,5632,5760,0,0.901000,0.372390,prediction error. Cu
250,3,fast_backward,1.535012,18.125919,0.430942,0.917694,0.213764,5760,5248,0,0.900604,0.368731,es that produced hig
251,2,fast_forward,1.675590,18.272705,0.416300,0.917184,0.191195,5248,5760,0,0.900208,0.362527,prediction error. Cu
252,0,forward,1.741809,18.371796,0.418917,0.917397,0.185794,5760,5888,0,0.899812,0.344683,ation-gain term in i
253,0,forward,1.377090,18.557869,0.427083,0.917065,0.211594,5888,6016,0,0.899416,0.309445,d passages that prod
254,1,backward,1.378790,18.580483,0.419398,0.917480,0.185794,6016,5888,0,0.899020,0.302098,ation-gain term in i
255,4,stay,1.487057,18.438799,0.419375,0.917143,0.185794,5888,5888,0,0.898624,0.439071,ation-gain term in i
256,0,forward,1.485164,18.567818,0.427441,0.917290,0.211594,5888,6016,0,0.898228,0.260127,d passages that prod
257,3,fast_backward,1.635767,18.700509,0.400977,0.917151,0.177647,6016,5504,0,0.897832,0.545339,of the text. If it r
258,3,fast_backward,1.540567,18.631108,0.423134,0.917131,0.201395,5504,4992,0,0.897436,0.277636,decrease. Curiosity
259,1,backward,1.195434,18.639859,0.462914,0.917448,0.257925,4992,4864,0,0.897040,0.369573,table the current ch
260,0,forward,1.340352,18.635996,0.426526,0.916870,0.201395,4864,4992,0,0.896644,0.459330,decrease. Curiosity
261,3,fast_backward,1.384411,18.458837,0.425274,0.917468,0.194905,4992,4480,0,0.896248,0.264433,"iser, and no externa"
262,2,fast_forward,1.051976,18.496701,0.427355,0.917288,0.201395,4480,4992,0,0.895852,0.433681,decrease. Curiosity
263,1,backward,1.526917,18.774621,0.466750,0.917472,0.257925,4992,4864,0,0.895456,0.389413,table the current ch
264,1,backward,1.819306,18.832723,0.456189,0.917419,0.236303,4864,4736,0,0.895060,0.460626,surprise of its obs
265,0,forward,1.536696,18.901145,0.470870,0.917114,0.257925,4736,4864,0,0.894664,0.533125,table the current ch
266,3,fast_backward,1.735334,18.684911,0.421105,0.917251,0.178443,4864,4352,0,0.894268,0.474491,ing agent can form p
267,2,fast_forward,1.756690,18.366485,0.472367,0.917104,0.257925,4352,4864,0,0.893872,0.624439,table the current ch
268,4,stay,1.660891,18.300146,0.474621,0.917308,0.257925,4864,4864,0,0.893476,0.233589,table the current ch
269,3,fast_backward,1.368272,18.173883,0.424661,0.916954,0.178443,4864,4352,0,0.893080,0.319044,ing agent can form p
270,0,forward,1.803235,17.940597,0.435595,0.917345,0.194905,4352,4480,0,0.892684,0.438631,"iser, and no externa"
271,4,stay,1.532193,18.096421,0.435358,0.917444,0.194905,4480,4480,0,0.892288,0.611008,"iser, and no externa"
272,3,fast_backward,1.555386,18.160344,0.420938,0.916846,0.173957,4480,3968,0,0.891892,0.229543,cter blocks in order
273,3,fast_backward,1.558753,18.285727,0.443970,0.917460,0.204990,3968,3456,0,0.891496,0.531379,d decrease. Cognitiv
274,1,backward,2.017441,18.329083,0.473861,0.917251,0.253067,3456,3328,0,0.891100,0.554104,ictable the current
275,4,stay,1.868788,18.357370,0.475830,0.917300,0.253067,3328,3328,0,0.890704,0.421650,ictable the current
276,1,backward,1.812880,18.501031,0.471636,0.917301,0.245962,3328,3200,0,0.890308,0.385398,he surprise of its o
277,2,fast_forward,1.761100,18.221190,0.432936,0.917258,0.194548,3200,3712,0,0.889912,0.542042,s no pretrained embe
278,4,stay,1.544636,17.904692,0.432276,0.916986,0.194548,3712,3712,0,0.889516,0.537899,s no pretrained embe
279,4,stay,1.622226,17.731146,0.431714,0.917055,0.194548,3712,3712,0,0.889120,0.199286,s no pretrained embe
280,1,backward,1.473340,17.414041,0.443918,0.917248,0.197040,3712,3584,0,0.888724,0.440173,tests whether a fre
281,0,forward,1.682706,17.396123,0.431057,0.916882,0.194548,3584,3712,0,0.888328,0.516119,s no pretrained embe
282,0,forward,1.624919,17.411249,0.447190,0.917389,0.211055,3712,3840,0,0.887932,0.567332,om scratch. The text
283,3,fast_backward,1.378809,17.436046,0.477664,0.917267,0.253067,3840,3328,0,0.887536,0.573069,ictable the current
284,2,fast_forward,1.507891,17.475417,0.449533,0.917064,0.211055,3328,3840,0,0.887140,0.622648,om scratch. The text
285,2,fast_forward,1.321304,17.350388,0.428854,0.917442,0.178443,3840,4352,0,0.886744,0.509170,ing agent can form p
286,0,forward,1.444485,17.199460,0.439343,0.917487,0.194905,4352,4480,0,0.886348,0.489834,"iser, and no externa"
287,0,forward,1.603946,17.453324,0.434684,0.916515,0.204065,4480,4608,0,0.885952,0.494465,s the mathematical f
288,1,backward,1.682329,17.494879,0.439099,0.917386,0.194905,4608,4480,0,0.885556,0.550033,"iser, and no externa"
289,0,forward,1.636007,17.491560,0.434581,0.916793,0.204065,4480,4608,0,0.885160,0.487566,s the mathematical f
290,0,forward,1.679775,17.366344,0.466319,0.917511,0.236303,4608,4736,0,0.884764,0.593977,surprise of its obs
291,4,stay,1.493516,17.436605,0.467830,0.917673,0.236303,4736,4736,0,0.884368,0.597050,surprise of its obs
292,3,fast_backward,1.312102,17.514371,0.457877,0.917747,0.207990,4736,4224,0,0.883972,0.638578,he spontaneous forma
293,0,forward,1.639185,17.381740,0.430531,0.917181,0.178443,4224,4352,0,0.883576,0.579233,ing agent can form p
294,3,fast_backward,1.786830,17.249711,0.450430,0.917358,0.211055,4352,3840,0,0.883180,0.305866,om scratch. The text
295,3,fast_backward,1.550795,17.207307,0.480694,0.917393,0.253067,3840,3328,0,0.882784,0.722089,ictable the current
296,0,forward,1.443231,16.983454,0.453254,0.917553,0.204990,3328,3456,0,0.882388,0.473583,d decrease. Cognitiv
297,4,stay,1.832963,16.813304,0.453016,0.917540,0.204990,3456,3456,0,0.881992,0.396515,d decrease. Cognitiv
298,3,fast_backward,1.343128,17.087024,0.449181,0.917539,0.190799,3456,2944,0,0.881596,0.298967,sing a random projec
299,4,stay,1.957365,17.210313,0.448789,0.917731,0.190799,2944,2944,0,0.881200,0.701307,sing a random projec
300,0,forward,1.697696,17.290233,0.436869,0.916837,0.203670,2944,3072,0,0.880804,0.600021,des the mathematical
301,2,fast_forward,1.734076,17.444147,0.447934,0.917934,0.197040,3072,3584,0,0.880408,0.590293,tests whether a fre
302,2,fast_forward,1.691996,17.559623,0.450324,0.917193,0.198953,3584,4096,0,0.880012,0.593467,ng a random projecti
303,4,stay,1.612160,17.367868,0.450422,0.917419,0.198953,4096,4096,0,0.879616,0.518403,ng a random projecti
304,4,stay,1.553886,17.255129,0.450526,0.917366,0.198953,4096,4096,0,0.879220,0.586490,ng a random projecti
305,4,stay,1.695772,17.094435,0.450635,0.917464,0.198953,4096,4096,0,0.878824,0.768665,ng a random projecti
306,4,stay,1.870215,17.206360,0.450748,0.917384,0.198953,4096,4096,0,0.878428,0.672147,ng a random projecti
307,1,backward,2.011546,17.510404,0.429119,0.916998,0.173957,4096,3968,0,0.878032,0.599735,cter blocks in order
308,1,backward,1.474022,17.421744,0.451311,0.917269,0.211055,3968,3840,0,0.877636,0.625805,om scratch. The text
309,3,fast_backward,1.584579,17.483878,0.481722,0.917296,0.253067,3840,3328,0,0.877240,0.635612,ictable the current
310,2,fast_forward,1.416946,17.656366,0.453679,0.917314,0.211055,3328,3840,0,0.876844,0.569041,om scratch. The text
311,1,backward,1.758009,17.697074,0.437658,0.916860,0.194548,3840,3712,0,0.876448,0.385133,s no pretrained embe
312,2,fast_forward,1.760958,17.991916,0.459399,0.917530,0.207990,3712,4224,0,0.876052,0.404136,he spontaneous forma
313,4,stay,1.590001,18.080785,0.459402,0.917485,0.207990,4224,4224,0,0.875656,0.414199,he spontaneous forma
314,1,backward,1.535969,17.844395,0.452568,0.917487,0.198953,4224,4096,0,0.875260,0.567004,ng a random projecti
315,1,backward,1.310285,17.714652,0.431071,0.917453,0.173957,4096,3968,0,0.874864,0.524220,cter blocks in order
316,2,fast_forward,1.864493,17.562676,0.443021,0.917682,0.194905,3968,4480,0,0.874468,0.602103,"iser, and no externa"
317,2,fast_forward,1.902125,17.752046,0.444991,0.917132,0.201395,4480,4992,0,0.874072,0.486664,decrease. Curiosity
318,2,fast_forward,1.634497,17.853760,0.422432,0.917032,0.177647,4992,5504,0,0.873676,0.604529,of the text. If it r
319,3,fast_backward,1.810588,17.723544,0.444069,0.916934,0.201395,5504,4992,0,0.873280,0.611119,decrease. Curiosity
320,2,fast_forward,1.703643,17.567105,0.421707,0.916961,0.177647,4992,5504,0,0.872884,0.450506,of the text. If it r
321,3,fast_backward,1.326057,17.515826,0.443403,0.917002,0.201395,5504,4992,0,0.872488,0.578706,decrease. Curiosity
322,4,stay,1.896039,17.548392,0.443701,0.916861,0.201395,4992,4992,0,0.872092,0.511492,decrease. Curiosity
323,3,fast_backward,1.511728,17.410496,0.441968,0.917543,0.194905,4992,4480,0,0.871696,0.472955,"iser, and no externa"
324,3,fast_backward,1.523626,17.368248,0.429717,0.917628,0.173957,4480,3968,0,0.871300,0.480754,cter blocks in order
325,1,backward,1.730835,17.304405,0.451524,0.917583,0.211055,3968,3840,0,0.870904,0.319023,om scratch. The text
326,1,backward,1.728949,17.265710,0.435898,0.917251,0.194548,3840,3712,0,0.870508,0.410949,s no pretrained embe
327,0,forward,1.001941,17.055197,0.452159,0.917126,0.211055,3712,3840,0,0.870112,0.650523,om scratch. The text
328,2,fast_forward,1.255126,17.069444,0.432965,0.917034,0.178443,3840,4352,0,0.869716,0.477268,ing agent can form p
329,3,fast_backward,1.883310,17.147137,0.452267,0.917117,0.211055,4352,3840,0,0.869320,0.604865,om scratch. The text
330,2,fast_forward,1.780908,17.061655,0.433215,0.917182,0.178443,3840,4352,0,0.868924,0.471503,ing agent can form p
331,2,fast_forward,1.899549,17.016441,0.482613,0.917202,0.257925,4352,4864,0,0.868528,0.216436,table the current ch
332,3,fast_backward,1.674392,17.130633,0.434993,0.917149,0.178443,4864,4352,0,0.868132,0.468512,ing agent can form p
333,1,backward,1.413388,17.218408,0.460169,0.917664,0.207990,4352,4224,0,0.867736,0.588146,he spontaneous forma
334,2,fast_forward,1.808239,17.195065,0.471652,0.917541,0.236303,4224,4736,0,0.867340,0.568223,surprise of its obs
335,0,forward,1.500158,17.330925,0.486360,0.917286,0.257925,4736,4864,0,0.866944,0.320936,table the current ch
336,3,fast_backward,1.264086,17.250933,0.438603,0.917072,0.178443,4864,4352,0,0.866548,0.392922,ing agent can form p
337,1,backward,1.551793,17.199731,0.463703,0.917530,0.207990,4352,4224,0,0.866152,0.584378,he spontaneous forma
338,1,backward,1.897542,17.151792,0.456907,0.917237,0.198953,4224,4096,0,0.865756,0.476540,ng a random projecti
339,1,backward,1.318776,16.808813,0.435634,0.917204,0.173957,4096,3968,0,0.865360,0.659986,cter blocks in order
340,4,stay,1.742081,16.749042,0.434864,0.917095,0.173957,3968,3968,0,0.864964,0.308416,cter blocks in order
341,2,fast_forward,1.029530,16.984070,0.446562,0.917914,0.194905,3968,4480,0,0.864568,0.484001,"iser, and no externa"
342,3,fast_backward,1.332448,16.916471,0.434317,0.917023,0.173957,4480,3968,0,0.864172,0.503282,cter blocks in order
343,0,forward,1.712494,17.005485,0.455216,0.917712,0.198953,3968,4096,0,0.863776,0.576279,ng a random projecti
344,2,fast_forward,1.377644,16.855443,0.442528,0.916841,0.204065,4096,4608,0,0.863380,0.435830,s the mathematical f
345,4,stay,1.425617,16.872770,0.442661,0.917047,0.204065,4608,4608,0,0.862984,0.391545,s the mathematical f
346,0,forward,1.519510,17.054341,0.473788,0.917528,0.236303,4608,4736,0,0.862588,0.373992,surprise of its obs
347,3,fast_backward,1.571849,17.193729,0.464363,0.917545,0.207990,4736,4224,0,0.862192,0.487595,he spontaneous forma
348,0,forward,1.699771,17.359533,0.438619,0.917095,0.178443,4224,4352,0,0.861796,0.351791,ing agent can form p
349,4,stay,1.621294,17.270634,0.437929,0.917082,0.178443,4352,4352,0,0.861400,0.350209,ing agent can form p
350,0,forward,1.495858,17.398698,0.447187,0.917338,0.194905,4352,4480,0,0.861004,0.471305,"iser, and no externa"
351,1,backward,1.557152,17.434983,0.437543,0.917083,0.178443,4480,4352,0,0.860608,0.473725,ing agent can form p
352,3,fast_backward,1.468342,17.644908,0.456426,0.917346,0.211055,4352,3840,0,0.860212,0.406674,om scratch. The text
353,3,fast_backward,1.835623,17.673407,0.486974,0.917238,0.253067,3840,3328,0,0.859816,0.436099,ictable the current
354,0,forward,1.682538,17.764987,0.459607,0.917334,0.204990,3328,3456,0,0.859420,0.437213,d decrease. Cognitiv
355,4,stay,1.255929,17.979939,0.459687,0.917557,0.204990,3456,3456,0,0.859024,0.437802,d decrease. Cognitiv
356,4,stay,1.496509,17.833592,0.459775,0.917348,0.204990,3456,3456,0,0.858628,0.350157,d decrease. Cognitiv
357,3,fast_backward,1.230440,17.979922,0.457090,0.917599,0.190799,3456,2944,0,0.858232,0.336504,sing a random projec
358,0,forward,1.319819,18.137923,0.445438,0.916895,0.203670,2944,3072,0,0.857836,0.530121,des the mathematical
359,1,backward,1.896968,18.266466,0.456988,0.917872,0.190799,3072,2944,0,0.857440,0.742595,sing a random projec
360,2,fast_forward,1.714068,18.439288,0.459604,0.917545,0.204990,2944,3456,0,0.857044,0.528461,d decrease. Cognitiv
361,2,fast_forward,1.511283,18.721037,0.438230,0.917357,0.173957,3456,3968,0,0.856648,0.588051,cter blocks in order
362,0,forward,1.374048,18.794632,0.458874,0.917310,0.198953,3968,4096,0,0.856252,0.556612,ng a random projecti
363,1,backward,1.478944,18.659563,0.437867,0.917641,0.173957,4096,3968,0,0.855856,0.575031,cter blocks in order
364,2,fast_forward,1.654031,18.391342,0.449072,0.917401,0.194905,3968,4480,0,0.855460,0.583783,"iser, and no externa"
365,0,forward,1.806603,18.193942,0.446258,0.916931,0.204065,4480,4608,0,0.855064,0.563161,s the mathematical f
366,2,fast_forward,2.010694,18.226695,0.445330,0.917387,0.190034,4608,5120,0,0.854668,0.935510,in term in its actio
367,3,fast_backward,1.359147,17.997680,0.446172,0.916727,0.204065,5120,4608,0,0.854272,0.778938,s the mathematical f
368,4,stay,1.748895,18.143512,0.446375,0.917198,0.204065,4608,4608,0,0.853876,0.746856,s the mathematical f
369,1,backward,1.424662,18.452031,0.449704,0.917411,0.194905,4608,4480,0,0.853480,0.629878,"iser, and no externa"
370,1,backward,1.490902,18.081207,0.440314,0.917110,0.178443,4480,4352,0,0.853084,0.564906,ing agent can form p
371,2,fast_forward,1.525594,18.463069,0.489916,0.917453,0.257925,4352,4864,0,0.852688,0.402884,table the current ch
372,2,fast_forward,1.382357,18.692106,0.484716,0.917564,0.248801,4864,5376,0,0.852292,0.603442,ation of the text lo
373,4,stay,1.735216,18.759861,0.486781,0.917535,0.248801,5376,5376,0,0.851896,0.717863,ation of the text lo
374,4,stay,1.943064,18.582739,0.488744,0.917408,0.248801,5376,5376,0,0.851500,0.572151,ation of the text lo
375,2,fast_forward,1.683837,18.385596,0.456394,0.917335,0.185794,5376,5888,0,0.851104,0.678563,ation-gain term in i
376,4,stay,1.501367,18.390369,0.455553,0.917083,0.185794,5888,5888,0,0.850708,0.600044,ation-gain term in i
377,4,stay,1.838499,18.296382,0.454817,0.917245,0.185794,5888,5888,0,0.850312,0.457940,ation-gain term in i
378,3,fast_backward,1.607283,18.298509,0.488190,0.917382,0.248801,5888,5376,0,0.849916,0.401546,ation of the text lo
379,3,fast_backward,1.581874,18.349759,0.497426,0.917215,0.257925,5376,4864,0,0.849520,0.647021,table the current ch
380,2,fast_forward,1.494235,18.012269,0.492206,0.917130,0.248801,4864,5376,0,0.849124,0.414020,ation of the text lo
381,0,forward,1.446881,17.905793,0.442047,0.917113,0.177647,5376,5504,0,0.848728,0.368316,of the text. If it r
382,2,fast_forward,1.194166,17.733031,0.466319,0.917267,0.211594,5504,6016,0,0.848332,0.660496,d passages that prod
383,4,stay,1.106089,17.791399,0.466130,0.917311,0.211594,6016,6016,0,0.847936,0.687424,d passages that prod
384,0,forward,1.525804,17.879961,0.498917,0.917567,0.258358,6016,6144,0,0.847540,0.516322,t. Evaluation of the
385,1,backward,1.283777,18.214085,0.468185,0.917049,0.211594,6144,6016,0,0.847144,0.580772,d passages that prod
386,2,fast_forward,1.504892,18.323249,0.463907,0.917668,0.187692,6016,6528,0,0.846748,0.702687,bounded prediction e
387,0,forward,1.502437,18.406613,0.468463,0.917505,0.189681,6528,6656,0,0.846352,0.590237,aModel project tests
388,1,backward,1.271742,18.214919,0.462159,0.917825,0.187692,6656,6528,0,0.845956,0.514452,bounded prediction e
389,4,stay,1.565835,18.356570,0.461288,0.917554,0.187692,6528,6528,0,0.845560,0.399685,bounded prediction e
390,3,fast_backward,1.453504,18.143992,0.464971,0.917072,0.211594,6528,6016,0,0.845164,0.574198,d passages that prod
391,0,forward,1.544163,18.014713,0.497694,0.917399,0.258358,6016,6144,0,0.844768,0.273562,t. Evaluation of the
392,2,fast_forward,1.608757,17.754340,0.468743,0.917609,0.189681,6144,6656,0,0.844372,0.273858,aModel project tests
393,2,fast_forward,1.635171,17.738708,0.505305,0.917365,0.257159,6656,7168,0,0.843976,0.564116,"of characters, the f"
394,3,fast_backward,1.288817,17.726333,0.470397,0.917769,0.189681,7168,6656,0,0.843580,0.617886,aModel project tests
395,3,fast_backward,1.572813,17.712829,0.500737,0.917349,0.258358,6656,6144,0,0.843184,0.292623,t. Evaluation of the
